Mod:Item:MetaData, Localized Name
forestry:mouldy_wheat, Mouldy Wheat
forestry:decaying_wheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodine_capsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractory_wax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bog_earth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:genetic_filter:0, Genetic Filter
forestry:bottler:0, Bottler
forestry:carpenter:0, Carpenter
forestry:centrifuge:0, Centrifuge
forestry:fermenter:0, Fermenter
forestry:moistener:0, Moistener
forestry:squeezer:0, Squeezer
forestry:still:0, Still
forestry:rainmaker:0, Rainmaker
forestry:fabricator:0, Thermionic Fabricator
forestry:raintank:0, Rain Tank
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:arboretum:0, Arboretum (Managed)
forestry:arboretum:1, Arboretum (Manual)
forestry:farm_crops:0, Farm (Managed)
forestry:farm_crops:1, Farm (Manual)
forestry:farm_mushroom:0, Mushroom Farm (Managed)
forestry:farm_mushroom:1, Mushroom Farm (Manual)
forestry:farm_gourd:0, Gourd Farm (Managed)
forestry:farm_gourd:1, Gourd Farm (Manual)
forestry:farm_nether:0, Infernal Farm (Managed)
forestry:farm_nether:1, Infernal Farm (Manual)
forestry:farm_ender:0, Ender Farm (Managed)
forestry:farm_ender:1, Ender Farm (Manual)
forestry:peat_bog:0, Peat Bog (Managed)
forestry:peat_bog:1, Peat Bog (Manual)
forestry:worktable:0, Worktable
forestry:apiarist_bag, Apiarist's Backpack
forestry:miner_bag, Mining Backpack
forestry:miner_bag_t2, Woven Mining Backpack
forestry:digger_bag, Digging Backpack
forestry:digger_bag_t2, Woven Digging Backpack
forestry:forester_bag, Foresting Backpack
forestry:forester_bag_t2, Woven Foresting Backpack
forestry:hunter_bag, Hunting Backpack
forestry:hunter_bag_t2, Woven Hunting Backpack
forestry:adventurer_bag, Adventuring Backpack
forestry:adventurer_bag_t2, Woven Adventuring Backpack
forestry:builder_bag, Building Backpack
forestry:builder_bag_t2, Woven Building Backpack
forestry:book_forester, Forester's Manual
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.biomass, Biomass
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.milk, Milk
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:database:0, Database
forestry:honeyed_slice, Honeyed Slice
forestry:ambrosia, Ambrosia
forestry:honey_pot, Honey Pot
forestry:bee_queen_ge:0, Forest Queen
forestry:bee_queen_ge:0, Meadows Queen
forestry:bee_queen_ge:0, Common Queen
forestry:bee_queen_ge:0, Cultivated Queen
forestry:bee_queen_ge:0, Noble Queen
forestry:bee_queen_ge:0, Majestic Queen
forestry:bee_queen_ge:0, Imperial Queen
forestry:bee_queen_ge:0, Diligent Queen
forestry:bee_queen_ge:0, Unweary Queen
forestry:bee_queen_ge:0, Industrious Queen
forestry:bee_queen_ge:0, Steadfast Queen
forestry:bee_queen_ge:0, Valiant Queen
forestry:bee_queen_ge:0, Heroic Queen
forestry:bee_queen_ge:0, Sinister Queen
forestry:bee_queen_ge:0, Fiendish Queen
forestry:bee_queen_ge:0, Demonic Queen
forestry:bee_queen_ge:0, Modest Queen
forestry:bee_queen_ge:0, Frugal Queen
forestry:bee_queen_ge:0, Austere Queen
forestry:bee_queen_ge:0, Tropical Queen
forestry:bee_queen_ge:0, Exotic Queen
forestry:bee_queen_ge:0, Edenic Queen
forestry:bee_queen_ge:0, Ender Queen
forestry:bee_queen_ge:0, Spectral Queen
forestry:bee_queen_ge:0, Phantasmal Queen
forestry:bee_queen_ge:0, Wintry Queen
forestry:bee_queen_ge:0, Icy Queen
forestry:bee_queen_ge:0, Glacial Queen
forestry:bee_queen_ge:0, Vindictive Queen
forestry:bee_queen_ge:0, Vengeful Queen
forestry:bee_queen_ge:0, Avenging Queen
forestry:bee_queen_ge:0, Rural Queen
forestry:bee_queen_ge:0, Farmerly Queen
forestry:bee_queen_ge:0, Agrarian Queen
forestry:bee_queen_ge:0, Marshy Queen
forestry:bee_queen_ge:0, Miry Queen
forestry:bee_queen_ge:0, Boggy Queen
forestry:bee_queen_ge:0, Monastic Queen
forestry:bee_queen_ge:0, Secluded Queen
forestry:bee_queen_ge:0, Hermitic Queen
forestry:bee_drone_ge:0, Forest Drone
forestry:bee_drone_ge:0, Meadows Drone
forestry:bee_drone_ge:0, Common Drone
forestry:bee_drone_ge:0, Cultivated Drone
forestry:bee_drone_ge:0, Noble Drone
forestry:bee_drone_ge:0, Majestic Drone
forestry:bee_drone_ge:0, Imperial Drone
forestry:bee_drone_ge:0, Diligent Drone
forestry:bee_drone_ge:0, Unweary Drone
forestry:bee_drone_ge:0, Industrious Drone
forestry:bee_drone_ge:0, Steadfast Drone
forestry:bee_drone_ge:0, Valiant Drone
forestry:bee_drone_ge:0, Heroic Drone
forestry:bee_drone_ge:0, Sinister Drone
forestry:bee_drone_ge:0, Fiendish Drone
forestry:bee_drone_ge:0, Demonic Drone
forestry:bee_drone_ge:0, Modest Drone
forestry:bee_drone_ge:0, Frugal Drone
forestry:bee_drone_ge:0, Austere Drone
forestry:bee_drone_ge:0, Tropical Drone
forestry:bee_drone_ge:0, Exotic Drone
forestry:bee_drone_ge:0, Edenic Drone
forestry:bee_drone_ge:0, Ender Drone
forestry:bee_drone_ge:0, Spectral Drone
forestry:bee_drone_ge:0, Phantasmal Drone
forestry:bee_drone_ge:0, Wintry Drone
forestry:bee_drone_ge:0, Icy Drone
forestry:bee_drone_ge:0, Glacial Drone
forestry:bee_drone_ge:0, Vindictive Drone
forestry:bee_drone_ge:0, Vengeful Drone
forestry:bee_drone_ge:0, Avenging Drone
forestry:bee_drone_ge:0, Rural Drone
forestry:bee_drone_ge:0, Farmerly Drone
forestry:bee_drone_ge:0, Agrarian Drone
forestry:bee_drone_ge:0, Marshy Drone
forestry:bee_drone_ge:0, Miry Drone
forestry:bee_drone_ge:0, Boggy Drone
forestry:bee_drone_ge:0, Monastic Drone
forestry:bee_drone_ge:0, Secluded Drone
forestry:bee_drone_ge:0, Hermitic Drone
forestry:bee_princess_ge:0, Forest Princess
forestry:bee_princess_ge:0, Meadows Princess
forestry:bee_princess_ge:0, Common Princess
forestry:bee_princess_ge:0, Cultivated Princess
forestry:bee_princess_ge:0, Noble Princess
forestry:bee_princess_ge:0, Majestic Princess
forestry:bee_princess_ge:0, Imperial Princess
forestry:bee_princess_ge:0, Diligent Princess
forestry:bee_princess_ge:0, Unweary Princess
forestry:bee_princess_ge:0, Industrious Princess
forestry:bee_princess_ge:0, Steadfast Princess
forestry:bee_princess_ge:0, Valiant Princess
forestry:bee_princess_ge:0, Heroic Princess
forestry:bee_princess_ge:0, Sinister Princess
forestry:bee_princess_ge:0, Fiendish Princess
forestry:bee_princess_ge:0, Demonic Princess
forestry:bee_princess_ge:0, Modest Princess
forestry:bee_princess_ge:0, Frugal Princess
forestry:bee_princess_ge:0, Austere Princess
forestry:bee_princess_ge:0, Tropical Princess
forestry:bee_princess_ge:0, Exotic Princess
forestry:bee_princess_ge:0, Edenic Princess
forestry:bee_princess_ge:0, Ender Princess
forestry:bee_princess_ge:0, Spectral Princess
forestry:bee_princess_ge:0, Phantasmal Princess
forestry:bee_princess_ge:0, Wintry Princess
forestry:bee_princess_ge:0, Icy Princess
forestry:bee_princess_ge:0, Glacial Princess
forestry:bee_princess_ge:0, Vindictive Princess
forestry:bee_princess_ge:0, Vengeful Princess
forestry:bee_princess_ge:0, Avenging Princess
forestry:bee_princess_ge:0, Rural Princess
forestry:bee_princess_ge:0, Farmerly Princess
forestry:bee_princess_ge:0, Agrarian Princess
forestry:bee_princess_ge:0, Marshy Princess
forestry:bee_princess_ge:0, Miry Princess
forestry:bee_princess_ge:0, Boggy Princess
forestry:bee_princess_ge:0, Monastic Princess
forestry:bee_princess_ge:0, Secluded Princess
forestry:bee_princess_ge:0, Hermitic Princess
forestry:bee_larvae_ge:0, Forest Larvae
forestry:bee_larvae_ge:0, Meadows Larvae
forestry:bee_larvae_ge:0, Common Larvae
forestry:bee_larvae_ge:0, Cultivated Larvae
forestry:bee_larvae_ge:0, Noble Larvae
forestry:bee_larvae_ge:0, Majestic Larvae
forestry:bee_larvae_ge:0, Imperial Larvae
forestry:bee_larvae_ge:0, Diligent Larvae
forestry:bee_larvae_ge:0, Unweary Larvae
forestry:bee_larvae_ge:0, Industrious Larvae
forestry:bee_larvae_ge:0, Steadfast Larvae
forestry:bee_larvae_ge:0, Valiant Larvae
forestry:bee_larvae_ge:0, Heroic Larvae
forestry:bee_larvae_ge:0, Sinister Larvae
forestry:bee_larvae_ge:0, Fiendish Larvae
forestry:bee_larvae_ge:0, Demonic Larvae
forestry:bee_larvae_ge:0, Modest Larvae
forestry:bee_larvae_ge:0, Frugal Larvae
forestry:bee_larvae_ge:0, Austere Larvae
forestry:bee_larvae_ge:0, Tropical Larvae
forestry:bee_larvae_ge:0, Exotic Larvae
forestry:bee_larvae_ge:0, Edenic Larvae
forestry:bee_larvae_ge:0, Ender Larvae
forestry:bee_larvae_ge:0, Spectral Larvae
forestry:bee_larvae_ge:0, Phantasmal Larvae
forestry:bee_larvae_ge:0, Wintry Larvae
forestry:bee_larvae_ge:0, Icy Larvae
forestry:bee_larvae_ge:0, Glacial Larvae
forestry:bee_larvae_ge:0, Vindictive Larvae
forestry:bee_larvae_ge:0, Vengeful Larvae
forestry:bee_larvae_ge:0, Avenging Larvae
forestry:bee_larvae_ge:0, Rural Larvae
forestry:bee_larvae_ge:0, Farmerly Larvae
forestry:bee_larvae_ge:0, Agrarian Larvae
forestry:bee_larvae_ge:0, Marshy Larvae
forestry:bee_larvae_ge:0, Miry Larvae
forestry:bee_larvae_ge:0, Boggy Larvae
forestry:bee_larvae_ge:0, Monastic Larvae
forestry:bee_larvae_ge:0, Secluded Larvae
forestry:bee_larvae_ge:0, Hermitic Larvae
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
forestry:bee_combs:4, Frozen Comb
forestry:bee_combs:5, Dripping Comb
forestry:bee_combs:6, Silky Comb
forestry:bee_combs:7, Parched Comb
forestry:bee_combs:15, Mossy Comb
forestry:bee_combs:16, Mellow Comb
forestry:apiarist_helmet, Apiarist's Hat
forestry:apiarist_chest, Apiarist's Shirt
forestry:apiarist_legs, Apiarist's Pants
forestry:apiarist_boots, Apiarist's Shoes
forestry:scoop, Scoop
forestry:smoker, Bee Smoker
forestry:apiary:0, Apiary
forestry:bee_house:0, Bee House
forestry:bee_chest:0, Apiarist's Chest
forestry:beehives:0, Forest Hive
forestry:beehives:1, Meadows Hive
forestry:beehives:2, Modest Hive
forestry:beehives:3, Tropical Hive
forestry:beehives:4, Ender Hive
forestry:beehives:5, Wintry Hive
forestry:beehives:6, Marshy Hive
forestry:candle:0, Unlit Candle
forestry:stump:0, Candle Stump
forestry:bee_combs_0:0, Honey Comb Block
forestry:bee_combs_0:2, Simmering Comb Block
forestry:bee_combs_0:3, Stringy Comb Block
forestry:bee_combs_0:4, Frozen Comb Block
forestry:bee_combs_0:5, Dripping Comb Block
forestry:bee_combs_0:6, Silky Comb Block
forestry:bee_combs_0:7, Parched Comb Block
forestry:bee_combs_0:15, Mossy Comb Block
forestry:bee_combs_1:0, Mellow Comb Block
forestry:alveary.plain:0, Alveary
forestry:alveary.swarmer:0, Alveary Swarmer
forestry:alveary.fan:0, Alveary Fan
forestry:alveary.heater:0, Alveary Heater
forestry:alveary.hygro:0, Alveary Hygroregulator
forestry:alveary.stabiliser:0, Alveary Stabiliser
forestry:alveary.sieve:0, Alveary Sieve
forestry:sapling:0, Apple Oak Sapling
forestry:sapling:0, Dark Oak Sapling
forestry:sapling:0, Silver Birch Sapling
forestry:sapling:0, Silver Lime Sapling
forestry:sapling:0, Common Walnut Sapling
forestry:sapling:0, Sweet Chestnut Sapling
forestry:sapling:0, Hill Cherry Sapling
forestry:sapling:0, Lemon Sapling
forestry:sapling:0, Plum Sapling
forestry:sapling:0, Sugar Maple Sapling
forestry:sapling:0, Red Spruce Sapling
forestry:sapling:0, Mundane Larch Sapling
forestry:sapling:0, Bull Pine Sapling
forestry:sapling:0, Coast Sequoia Sapling
forestry:sapling:0, Giant Sequoia Sapling
forestry:sapling:0, Jungle Sapling
forestry:sapling:0, Teak Sapling
forestry:sapling:0, Ipe Sapling
forestry:sapling:0, Kapok Sapling
forestry:sapling:0, Myrtle Ebony Sapling
forestry:sapling:0, Zebrawood Sapling
forestry:sapling:0, Yellow Meranti Sapling
forestry:sapling:0, Acacia Sapling
forestry:sapling:0, Desert Acacia Sapling
forestry:sapling:0, Padauk Sapling
forestry:sapling:0, Balsa Sapling
forestry:sapling:0, Cocobolo Sapling
forestry:sapling:0, Wenge Sapling
forestry:sapling:0, Grandidier's Baobab Sapling
forestry:sapling:0, Blue Mahoe Sapling
forestry:sapling:0, White Willow Sapling
forestry:sapling:0, Sipiri Sapling
forestry:sapling:0, Papaya Sapling
forestry:sapling:0, Date Palm Sapling
forestry:sapling:0, White Poplar Sapling
forestry:pollen_fertile:0, Apple Oak Pollen
forestry:pollen_fertile:0, Dark Oak Pollen
forestry:pollen_fertile:0, Silver Birch Pollen
forestry:pollen_fertile:0, Silver Lime Pollen
forestry:pollen_fertile:0, Common Walnut Pollen
forestry:pollen_fertile:0, Sweet Chestnut Pollen
forestry:pollen_fertile:0, Hill Cherry Pollen
forestry:pollen_fertile:0, Lemon Pollen
forestry:pollen_fertile:0, Plum Pollen
forestry:pollen_fertile:0, Sugar Maple Pollen
forestry:pollen_fertile:0, Red Spruce Pollen
forestry:pollen_fertile:0, Mundane Larch Pollen
forestry:pollen_fertile:0, Bull Pine Pollen
forestry:pollen_fertile:0, Coast Sequoia Pollen
forestry:pollen_fertile:0, Giant Sequoia Pollen
forestry:pollen_fertile:0, Jungle Pollen
forestry:pollen_fertile:0, Teak Pollen
forestry:pollen_fertile:0, Ipe Pollen
forestry:pollen_fertile:0, Kapok Pollen
forestry:pollen_fertile:0, Myrtle Ebony Pollen
forestry:pollen_fertile:0, Zebrawood Pollen
forestry:pollen_fertile:0, Yellow Meranti Pollen
forestry:pollen_fertile:0, Acacia Pollen
forestry:pollen_fertile:0, Desert Acacia Pollen
forestry:pollen_fertile:0, Padauk Pollen
forestry:pollen_fertile:0, Balsa Pollen
forestry:pollen_fertile:0, Cocobolo Pollen
forestry:pollen_fertile:0, Wenge Pollen
forestry:pollen_fertile:0, Grandidier's Baobab Pollen
forestry:pollen_fertile:0, Blue Mahoe Pollen
forestry:pollen_fertile:0, White Willow Pollen
forestry:pollen_fertile:0, Sipiri Pollen
forestry:pollen_fertile:0, Papaya Pollen
forestry:pollen_fertile:0, Date Palm Pollen
forestry:pollen_fertile:0, White Poplar Pollen
forestry:grafter, Grafter
forestry:grafter_proven, Proven Grafter
forestry:logs.0:0, Larch Wood
forestry:logs.0:1, Teak Wood
forestry:logs.0:2, Desert Acacia Wood
forestry:logs.0:3, Lime Wood
forestry:logs.1:0, Chestnut Wood
forestry:logs.1:1, Wenge Wood
forestry:logs.1:2, Baobab Wood
forestry:logs.1:3, Sequoia Wood
forestry:logs.2:0, Kapok Wood
forestry:logs.2:1, Ebony Wood
forestry:logs.2:2, Mahogany Wood
forestry:logs.2:3, Balsa Wood
forestry:logs.3:0, Willow Wood
forestry:logs.3:1, Walnut Wood
forestry:logs.3:2, Greenheart Wood
forestry:logs.3:3, Cherry Wood
forestry:logs.4:0, Mahoe Wood
forestry:logs.4:1, Poplar Wood
forestry:logs.4:2, Palm Wood
forestry:logs.4:3, Papaya Wood
forestry:logs.5:0, Pine Wood
forestry:logs.5:1, Plum Wood
forestry:logs.5:2, Maple Wood
forestry:logs.5:3, Citrus Wood
forestry:logs.6:0, Giant Sequoia Wood
forestry:logs.6:1, Ipe Wood
forestry:logs.6:2, Padauk Wood
forestry:logs.6:3, Cocobolo Wood
forestry:logs.7:0, Zebrawood Wood
forestry:logs.fireproof.0:0, Larch Wood (Fireproof)
forestry:logs.fireproof.0:1, Teak Wood (Fireproof)
forestry:logs.fireproof.0:2, Desert Acacia Wood (Fireproof)
forestry:logs.fireproof.0:3, Lime Wood (Fireproof)
forestry:logs.fireproof.1:0, Chestnut Wood (Fireproof)
forestry:logs.fireproof.1:1, Wenge Wood (Fireproof)
forestry:logs.fireproof.1:2, Baobab Wood (Fireproof)
forestry:logs.fireproof.1:3, Sequoia Wood (Fireproof)
forestry:logs.fireproof.2:0, Kapok Wood (Fireproof)
forestry:logs.fireproof.2:1, Ebony Wood (Fireproof)
forestry:logs.fireproof.2:2, Mahogany Wood (Fireproof)
forestry:logs.fireproof.2:3, Balsa Wood (Fireproof)
forestry:logs.fireproof.3:0, Willow Wood (Fireproof)
forestry:logs.fireproof.3:1, Walnut Wood (Fireproof)
forestry:logs.fireproof.3:2, Greenheart Wood (Fireproof)
forestry:logs.fireproof.3:3, Cherry Wood (Fireproof)
forestry:logs.fireproof.4:0, Mahoe Wood (Fireproof)
forestry:logs.fireproof.4:1, Poplar Wood (Fireproof)
forestry:logs.fireproof.4:2, Palm Wood (Fireproof)
forestry:logs.fireproof.4:3, Papaya Wood (Fireproof)
forestry:logs.fireproof.5:0, Pine Wood (Fireproof)
forestry:logs.fireproof.5:1, Plum Wood (Fireproof)
